SignalId;Received;Average Sending;Average Confirming;Average Purchase Time Distribution;y64zivPOMCOK4vB;;;texSaMIEYAQ9VtH;;;4v7SjpBVS5LaGvi;;;3wC8enZlKXdY89c;;;nfhDA6K47pTiUrI;;;6l3bHYYUUIz5ABQ;;;xGI0OANbngry3Ca;;;YQmlRBTYAXAs83h;;;lbWymdYoEKSrA9X;;;z6272FfCB9YOoq9;;;4OwrbE3Fuge7WHe;;;Gqxlpueb2Ac184V;;;U2UbkkUGFpNWmPc;;;eHlqUl1lXl1Efm5;;;3hKz4vhnvUJXk63;;;AfkNKAb7wUlPaL6;;;RUdoFBNdkCE0h6d;;;Q8UlTFNG8p8ZtaZ;;;fRTNU7vUlnbt0Hg;;;QTmMfEaoZjt4KoW;;;
;;;;;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;Sending;Confirmation;Purchase Time;
f1133a2e-0880-4865-baf5-c4ea98430c61;2018-07-25T11:59:58.923Z;1;2365;1532519999000;1;2365;2018-07-25T11:59:59.000Z;1;2365;n/a;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;1;2365;2018-07-25T11:59:59.000Z;
7e3df636-e6b4-4cca-8e84-304c4a061e1d;2018-07-25T11:59:58.925Z;1;1033;1532519999000;1;1033;2018-07-25T11:59:59.000Z;1;1033;n/a;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;1;1033;2018-07-25T11:59:59.000Z;
8bb679a6-c1cb-41f5-9dc4-e31ff87212d1;2018-07-25T11:59:58.928Z;0;760;1532519999000;0;760;2018-07-25T11:59:59.000Z;0;760;n/a;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;0;760;2018-07-25T11:59:59.000Z;
b6a6d80d-38a1-47f9-920a-49d39362552e;2018-07-25T11:59:58.929Z;0;2054;1532519999000;0;2054;2018-07-25T11:59:59.000Z;0;2054;n/a;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;0;2054;2018-07-25T11:59:59.000Z;
88d3a48e-00be-41b1-be8b-21dc2c904a74;2018-07-25T11:59:58.929Z;1;1650;1532519999000;1;1650;2018-07-25T11:59:59.000Z;1;1650;n/a;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;1;1650;2018-07-25T11:59:59.000Z;
245d8564-b22e-45d9-869b-62df4ba54720;2018-07-25T11:59:58.936Z;1;1245;1532519999000;1;1245;2018-07-25T11:59:59.000Z;1;1245;n/a;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;1;1245;2018-07-25T11:59:59.000Z;
913cdd0f-def6-4793-afa6-624ed9ca11a0;2018-07-25T11:59:58.937Z;1;1840;1532519999000;1;1840;2018-07-25T11:59:59.000Z;1;1840;n/a;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;1;1840;2018-07-25T11:59:59.000Z;
e175ed10-eed1-4884-abd1-d938fb2dc4d7;2018-07-25T11:59:58.912Z;1;1588;1532519999000;1;1588;2018-07-25T11:59:59.000Z;1;1588;n/a;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;1;1588;2018-07-25T11:59:59.000Z;
40de297b-1ccd-4857-9ad9-9391ee199ead;2018-07-25T11:59:58.920Z;0;859;1532519999000;0;859;2018-07-25T11:59:59.000Z;0;859;n/a;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;0;859;2018-07-25T11:59:59.000Z;
f9b62723-60a6-407c-be45-9b43735bceca;2018-07-25T11:59:58.924Z;1;1124;1532519999000;1;1124;2018-07-25T11:59:59.000Z;1;1124;n/a;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;1;1124;2018-07-25T11:59:59.000Z;
8eddb234-1b95-405e-973b-f2b53c10f955;2018-07-25T11:59:58.930Z;1;1383;1532519999000;1;1383;2018-07-25T11:59:59.000Z;1;1383;n/a;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;1;1383;2018-07-25T11:59:59.000Z;
4b2b1c39-cdb7-4c12-b32c-6fc7ff8c49ed;2018-07-25T12:59:58.912Z;1;3240;1532523598000;1;3240;2018-07-25T12:59:58.000Z;1;3240;n/a;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;1;3240;2018-07-25T12:59:58.000Z;
3cbd22ba-78bb-480b-9d60-8b1f63f190d0;2018-07-25T12:59:58.916Z;1;3051;1532523599000;1;3051;2018-07-25T12:59:59.000Z;1;3051;n/a;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;1;3051;2018-07-25T12:59:59.000Z;
e0da943a-5556-4fd6-b7a1-d08eea5d00c0;2018-07-25T12:59:58.919Z;0;2656;1532523599000;0;2656;2018-07-25T12:59:59.000Z;0;2656;n/a;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;0;2656;2018-07-25T12:59:59.000Z;
da899202-b0f1-4791-899a-ca6a06202144;2018-07-25T12:59:58.920Z;0;1728;1532523599000;0;1728;2018-07-25T12:59:59.000Z;0;1728;n/a;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;0;1728;2018-07-25T12:59:59.000Z;
fa95408c-1add-4563-8e73-38470886fec6;2018-07-25T12:59:58.921Z;1;884;1532523599000;1;884;2018-07-25T12:59:59.000Z;1;884;n/a;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;1;884;2018-07-25T12:59:59.000Z;
e560f7f0-5241-49eb-9710-4735f03d0e90;2018-07-25T12:59:58.922Z;1;1464;1532523599000;1;1464;2018-07-25T12:59:59.000Z;1;1464;n/a;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;1;1464;2018-07-25T12:59:59.000Z;
cfb7e5b8-76a0-41f8-951d-2a4f865060e5;2018-07-25T12:59:58.925Z;0;1961;1532523599000;0;1961;2018-07-25T12:59:59.000Z;0;1961;n/a;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;0;1961;2018-07-25T12:59:59.000Z;
6ffe6acc-de9a-430c-af0a-aa9e40ad1e8d;2018-07-25T12:59:58.926Z;0;2554;1532523599000;0;2554;2018-07-25T12:59:59.000Z;0;2554;n/a;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;0;2554;2018-07-25T12:59:59.000Z;
773141f0-a54d-43fe-a480-81f3bcce7e60;2018-07-25T12:59:58.927Z;0;1460;1532523599000;0;1460;2018-07-25T12:59:59.000Z;0;1460;n/a;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;0;1460;2018-07-25T12:59:59.000Z;
10053b77-79f5-4c3b-996b-ad7e2fab8362;2018-07-25T12:59:58.928Z;0;1071;1532523599000;0;1071;2018-07-25T12:59:59.000Z;0;1071;n/a;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;0;1071;2018-07-25T12:59:59.000Z;
636bc79d-2750-4477-a9ff-b4d2a7d9e419;2018-07-25T12:59:58.932Z;0;1551;1532523599000;0;1551;2018-07-25T12:59:59.000Z;0;1551;n/a;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;0;1551;2018-07-25T12:59:59.000Z;
799be33c-319d-4320-bd14-41564131eb91;2018-07-25T12:59:58.933Z;0;2865;1532523599000;0;2865;2018-07-25T12:59:59.000Z;0;2865;n/a;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;0;2865;2018-07-25T12:59:59.000Z;
3d303997-a3c7-4904-abb1-8d1506d2e290;2018-07-25T12:59:58.934Z;0;973;1532523599000;0;973;2018-07-25T12:59:59.000Z;0;973;n/a;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;0;973;2018-07-25T12:59:59.000Z;
5491e0af-c5bf-4cc1-b102-0f71beec5917;2018-07-25T12:59:58.935Z;0;2191;1532523599000;0;2191;2018-07-25T12:59:59.000Z;0;2191;n/a;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;0;2191;2018-07-25T12:59:59.000Z;
836cf771-27b2-49c7-aeae-dc1589f44f2b;2018-07-25T12:59:58.937Z;0;2752;1532523599000;0;2752;2018-07-25T12:59:59.000Z;0;2752;n/a;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;0;2752;2018-07-25T12:59:59.000Z;
6cdeecb0-074d-4607-ab92-4f211eed93fb;2018-07-25T12:59:58.938Z;0;1824;1532523599000;0;1824;2018-07-25T12:59:59.000Z;0;1824;n/a;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;0;1824;2018-07-25T12:59:59.000Z;
